Transaction_ID,Customer_ID,Customer_Name,Product_Category,Product_Name,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Transaction_Date
7313,CUST-4073,Linda Williams,Electronics,Laptop,,8.0,2482.0,Debit Card,Dallas,2024-08-25
537,CUST-7561,Mary Martinez,Sports,Football,851.15,1.0,851.15,Cash,San Jose,2023-05-28
1519,CUST-4346,Richard Moore,Sports,Yoga Mat,-251.05,3.0,753.1500000000001,Cash,Philadelphia,2023-10-22
5326,CUST-1831,Linda Wilson,Electronics,Monitor,582.76,6.0,3496.56,Debit Card,Dallas,2024-02-29
1736,CUST-7139,John Miller,Electronics,Laptop,887.74,2.0,17754.8,,San Jose,2024-12-07
1080,CUST-5014,Charles Jackson,Home,Sofa,950.46,9.0,8554.14,PayPal,Dallas,2023-05-05
1143,CUST-3457,Elizabeth Jackson,Sports,Bike,681.24,6.0,4087.44,Debit Card,Los Angeles,2024-07-31
2848,CUST-6573,Robert Williams,Electronics,Tablet,937.2,4.0,3748.8,Credit Card,Dallas,2024-07-19
12783,CUST-2377,Michael Anderson,Sports,Bike,144.81,4.0,579.24,Debit Card,Los Angeles,2024-08-12
14711,CUST-7186,Jessica Jones,Home,Table,414.57,9.0,3731.13,Debit Card,San Antonio,2023-04-14
3751,CUST-4101,Sarah Hernandez,Sports,Dumbbells,896.61,8.0,7172.88,Credit Card,Philadelphia,2024-12-08
6874,CUST-8533,Jennifer Wilson,Home,Sofa,,3.0,1040.46,Credit Card,New York,2023-05-14
7726,CUST-7753,Michael Williams,Clothing,Sneakers,148.32,7.0,1038.24,Cash,Philadelphia,2024-03-11
3983,CUST-2879,Linda Martin,Clothing,Dress,232.08,3.0,696.24,Debit Card,Phoenix,2024-12-26
1046,CUST-5608,Mary Jackson,Home,Lamp,619.7,,4337.900000000001,PayPal,New York,2024-01-16
4860,CUST-8126,James Gonzalez,Sports,Dumbbells,,9.0,,,Philadelphia,2024-09-10
10926,CUST-4521,John Smith,Beauty,Shampoo,222.61,4.0,890.44,Credit Card,Los Angeles,2023-04-27
3239,CUST-7418,Richard Jackson,Clothing,Sneakers,620.14,8.0,4961.12,PayPal,Los Angeles,2024-04-04
6296,CUST-8230,William Rodriguez,Home,Sofa,,,3529.76,Cash,Houston,2024-01-26
4348,CUST-4843,Linda Miller,Electronics,Tablet,274.99,7.0,1924.93,Cash,San Antonio,2024-04-20
12317,CUST-6644,James Thomas,Home,Rug,425.46,3.0,1276.3799999999999,Credit Card,Chicago,2023-01-04
8450,CUST-5912,William Thomas,Home,Sofa,787.81,7.0,5514.67,PayPal,Los Angeles,2024-06-02
2928,CUST-4626,Linda Miller,Electronics,Tablet,985.01,4.0,3940.04,Cash,Dallas,2023-05-14
3223,CUST-5846,Karen Rodriguez,Sports,Tennis Racket,92.72,6.0,556.3199999999999,Credit Card,New York,2024-02-10
4736,CUST-5185,Robert Martinez,Beauty,Perfume,127.95,6.0,767.7,Debit Card,Houston,2023-08-16
13395,CUST-6578,Susan Thomas,Sports,Tennis Racket,64.4,4.0,257.6,Credit Card,San Jose,2024-07-24
8801,CUST-8472,Susan Miller,Home,,765.98,6.0,4595.88,PayPal,San Antonio,2023-11-30
14713,CUST-1201,Linda Moore,Home,Chair,554.99,5.0,2774.95,Debit Card,Los Angeles,2024-07-14
6112,CUST-4373,Karen Brown,Electronics,Laptop,382.5,8.0,3060.0,PayPal,San Jose,2023-08-03
10386,CUST-5457,Charles Gonzalez,Sports,Bike,202.21,4.0,808.84,Credit Card,Dallas,2024-02-04
13994,CUST-7187,Barbara Gonzalez,Electronics,Laptop,367.63,2.0,735.26,,Houston,2024-08-06
2825,CUST-2781,Jessica Williams,Clothing,Dress,328.45,1.0,,Credit Card,San Diego,2024-08-21
2612,CUST-3458,David Lopez,Sports,Football,13.78,6.0,82.67999999999999,,Phoenix,2023-06-29
8979,CUST-4840,William Davis,Electronics,,647.33,1.0,647.33,Debit Card,San Jose,2024-09-09
3264,CUST-5447,Joseph Moore,Beauty,Lipstick,27.94,5.0,139.70000000000002,PayPal,Chicago,2024-05-31
8163,CUST-9981,Jessica Garcia,Beauty,Lipstick,426.42,5.0,2132.1,Debit Card,Los Angeles,2023-04-19
9694,CUST-7872,Linda Wilson,Home,Table,848.09,8.0,,PayPal,Los Angeles,2023-06-12
6999,CUST-6669,Michael Wilson,Electronics,Headphones,352.16,7.0,2465.1200000000003,Credit Card,Philadelphia,2023-09-04
8194,CUST-1202,Robert Hernandez,Clothing,Dress,215.21,8.0,1721.68,,San Diego,2023-03-28
11172,CUST-5217,Robert Johnson,Electronics,Monitor,720.83,1.0,7208.3,Debit Card,San Jose,2023-01-23
10399,CUST-6785,Patricia Gonzalez,Electronics,Smartphone,507.61,2.0,1015.22,Debit Card,Chicago,2023-05-27
7464,CUST-4563,Jessica Wilson,Home,Table,374.61,9.0,3371.4900000000002,PayPal,San Diego,2024-12-05
4086,CUST-3902,Sarah Johnson,Clothing,T-Shirt,69.34,8.0,554.72,Cash,New York,2024-03-23
3413,CUST-6074,Sarah Wilson,Sports,Football,32.2,5.0,161.0,,Dallas,2024-11-10
1002,CUST-5710,Michael Jackson,Beauty,Shampoo,546.48,,4371.84,Debit Card,New York,2023-06-10
9300,CUST-9682,Susan Taylor,Beauty,,107.51,7.0,752.57,Credit Card,Houston,2024-10-04
6852,CUST-4451,Richard Anderson,Sports,,932.18,9.0,,Cash,San Antonio,2023-04-24
3083,CUST-2877,Sarah Miller,Electronics,Tablet,210.61,4.0,842.44,PayPal,Los Angeles,2024-12-16
3698,CUST-4165,Barbara Martinez,Beauty,Shampoo,671.19,3.0,2013.5700000000002,Credit Card,Dallas,2024-05-21
1956,CUST-5765,William Lopez,Beauty,,933.78,3.0,,Debit Card,San Jose,2023-08-30
3567,CUST-6610,James Wilson,Electronics,Tablet,578.54,1.0,578.54,Credit Card,Los Angeles,2023-06-14
1016,CUST-3315,Richard Jones,Sports,Dumbbells,,9.0,8334.0,Credit Card,Phoenix,2024-02-27
3885,CUST-1501,Thomas Johnson,Electronics,Smartphone,887.32,5.0,4436.6,Cash,San Jose,2023-04-17
9953,CUST-9111,Patricia Moore,Sports,Football,393.26,9.0,3539.34,Credit Card,San Jose,2024-11-25
11394,CUST-9267,Robert Brown,Electronics,,615.96,,4311.72,PayPal,New York,2024-02-10
2942,CUST-2662,Karen Jones,Clothing,Dress,605.54,4.0,2422.16,Credit Card,Phoenix,2024-08-23
377,CUST-6983,Elizabeth Jackson,Sports,Dumbbells,846.43,7.0,5925.009999999999,Debit Card,Chicago,2023-09-15
9568,CUST-2403,Barbara Gonzalez,Home,Chair,892.09,6.0,5352.54,Credit Card,Dallas,2024-04-21
351,CUST-5022,Jennifer Taylor,Clothing,Sneakers,508.1,4.0,2032.4,,San Antonio,2023-01-19
14880,CUST-6940,Jennifer Wilson,Electronics,,43.85,9.0,394.65000000000003,,Philadelphia,2024-06-10
9209,CUST-7032,Joseph Hernandez,Sports,,,5.0,2939.95,PayPal,Los Angeles,2024-11-18
12498,CUST-8244,Robert Thomas,Electronics,Monitor,546.68,4.0,2186.72,Cash,Dallas,2024-02-05
5127,CUST-1520,Jessica Martinez,Clothing,Jeans,550.94,3.0,1652.8200000000002,Cash,San Jose,2024-11-25
10654,CUST-1176,James Williams,Home,Table,573.45,8.0,4587.6,Credit Card,Phoenix,2024-03-22
3482,CUST-9010,Patricia Rodriguez,Electronics,Monitor,576.88,5.0,2884.4,Cash,San Diego,2023-04-11
12708,CUST-3424,Charles Garcia,Clothing,Jacket,799.29,,2397.87,Debit Card,Philadelphia,2024-06-14
2342,CUST-7310,Robert Gonzalez,Electronics,Headphones,80.3,1.0,80.3,PayPal,Houston,2023-06-06
14998,CUST-9080,Barbara Johnson,Home,Sofa,60.73,6.0,364.38,Credit Card,Phoenix,2024-06-20
2922,CUST-6478,Barbara Martin,Electronics,,715.5,3.0,2146.5,PayPal,Philadelphia,2024-01-12
12942,CUST-3444,Michael Smith,Sports,Tennis Racket,676.69,4.0,2706.76,Credit Card,Dallas,2023-08-30
14124,CUST-7961,Patricia Gonzalez,Sports,Yoga Mat,362.69,9.0,3264.21,Debit Card,Dallas,2023-08-28
2824,CUST-4960,James Miller,Beauty,Cream,229.86,6.0,1379.16,Debit Card,Phoenix,2023-05-07
3530,CUST-8967,Susan Miller,Clothing,Jeans,445.34,2.0,890.68,Credit Card,San Diego,2024-07-15
11225,CUST-6953,Elizabeth Smith,Clothing,Dress,347.4,8.0,2779.2,,San Jose,2023-01-26
1792,CUST-3988,Sarah Thomas,Electronics,Headphones,740.06,8.0,5920.48,Credit Card,Dallas,2023-09-22
13580,CUST-7210,Michael Taylor,Beauty,Cream,675.43,3.0,2026.29,PayPal,San Antonio,2024-04-10
12094,CUST-3972,Elizabeth Gonzalez,Clothing,Jacket,850.58,1.0,850.58,Credit Card,New York,2023-06-11
3117,CUST-5757,Karen Jackson,Clothing,Dress,,6.0,4448.04,Credit Card,Houston,2023-09-16
2469,CUST-3018,Richard Gonzalez,Sports,Yoga Mat,480.79,2.0,961.58,Credit Card,San Jose,2023-07-18
12623,CUST-7438,David Martin,Electronics,Smartphone,941.23,2.0,1882.46,Debit Card,Houston,2023-02-19
8459,CUST-2879,Susan Jackson,Electronics,Smartphone,957.25,8.0,7658.0,Debit Card,San Diego,2023-04-03
12715,CUST-9466,Jennifer Lopez,Clothing,Jacket,130.86,1.0,130.86,,Philadelphia,2023-10-03
7467,CUST-8265,William Rodriguez,Clothing,Sneakers,,8.0,6706.0,,New York,2024-09-18
4,CUST-1134,Patricia Moore,Sports,Dumbbells,-602.67,7.0,4218.69,PayPal,New York,2023-11-14
6937,CUST-2842,James Garcia,Clothing,Dress,324.09,,1296.36,Cash,Phoenix,2024-11-26
13032,CUST-4803,William Smith,Home,Rug,366.46,6.0,2198.7599999999998,Debit Card,Chicago,2024-04-15
2065,CUST-6614,Susan Thomas,Electronics,Headphones,61.44,1.0,61.44,Cash,New York,2023-11-07
9897,CUST-9379,Mary Davis,Clothing,T-Shirt,,1.0,720.58,Credit Card,New York,2024-07-21
5653,CUST-1255,Patricia Williams,Home,Rug,213.82,3.0,,Cash,Chicago,2024-08-21
3951,CUST-2881,Robert Davis,Sports,Dumbbells,33.47,2.0,66.94,PayPal,San Antonio,2023-04-04
13565,CUST-3833,Joseph Hernandez,Electronics,Smartphone,410.61,4.0,1642.44,Debit Card,San Diego,2023-12-11
2812,CUST-1541,Thomas Williams,Clothing,Sneakers,644.21,6.0,3865.26,Cash,Chicago,2024-03-17
5333,CUST-6905,Richard Johnson,Beauty,Perfume,96.1,9.0,864.9,Credit Card,Phoenix,2024-11-24
14596,CUST-1534,Michael Wilson,Home,Chair,836.68,2.0,,PayPal,Phoenix,2024-04-27
3918,CUST-4012,Thomas Hernandez,Sports,Yoga Mat,352.35,3.0,1057.0500000000002,Debit Card,San Antonio,2023-11-24
7693,CUST-2769,Michael Jackson,Beauty,Mascara,264.1,8.0,2112.8,Credit Card,Chicago,2024-11-12
5933,CUST-7548,Linda Lopez,Beauty,Shampoo,255.8,6.0,1534.8000000000002,Cash,San Antonio,2024-08-26
2864,CUST-3722,Linda Miller,Sports,Tennis Racket,585.81,4.0,2343.24,Credit Card,Houston,2024-12-11
387,CUST-7083,Sarah Garcia,Home,Chair,289.21,7.0,2024.4699999999998,Cash,Los Angeles,2024-07-26
10518,CUST-6790,Susan Jackson,Home,Table,548.76,,548.76,Debit Card,Philadelphia,2024-07-02
5123,CUST-5571,Susan Jones,Beauty,Perfume,65.66,7.0,459.62,Cash,Dallas,2023-05-25
14581,CUST-2011,Richard Thomas,Beauty,Shampoo,487.12,9.0,4384.08,Credit Card,Los Angeles,2023-12-17
11412,CUST-1791,Charles Taylor,Sports,Football,422.54,3.0,1267.6200000000001,Cash,San Diego,2023-01-28
4091,CUST-8293,Robert Williams,Electronics,Headphones,,3.0,2210.43,Debit Card,Phoenix,2023-04-28
6812,CUST-8080,Barbara Martinez,Electronics,Laptop,61.55,,492.4,Cash,Houston,2023-02-25
4581,CUST-7024,Karen Martin,Clothing,Jacket,935.2,4.0,,Cash,San Jose,2023-11-09
4036,CUST-1099,Charles Hernandez,Clothing,Sneakers,988.54,6.0,5931.24,Debit Card,Philadelphia,2023-05-27
12064,CUST-9702,Elizabeth Martin,Sports,Dumbbells,650.34,4.0,,Credit Card,Chicago,2023-08-07
4941,CUST-5895,Michael Smith,Electronics,Laptop,348.43,5.0,1742.15,Debit Card,New York,2023-07-14
11059,CUST-2001,Michael Williams,Sports,Tennis Racket,175.37,-5.0,876.85,PayPal,San Diego,2023-12-02
13354,CUST-6290,Patricia Hernandez,Electronics,Smartphone,,5.0,3239.0,Cash,San Antonio,2023-11-15
883,CUST-5642,Barbara Williams,Electronics,,29.51,9.0,265.59000000000003,Credit Card,Dallas,2023-10-23
14525,CUST-8278,Jessica Garcia,Electronics,Smartphone,501.07,7.0,3507.49,PayPal,Houston,2024-04-25
4541,CUST-9420,Patricia Taylor,Electronics,Tablet,180.11,6.0,1080.66,Cash,Houston,2024-02-12
1237,CUST-2099,Linda Moore,Sports,,865.71,2.0,1731.42,Debit Card,Phoenix,2024-01-30
11596,CUST-1206,James Lopez,Home,,799.02,8.0,6392.16,Cash,Chicago,2024-09-15
3327,CUST-4173,David Wilson,Clothing,T-Shirt,804.97,9.0,7244.7300000000005,Credit Card,Houston,2023-04-26
1077,CUST-7774,Charles Martinez,Beauty,Mascara,390.48,4.0,,Cash,Chicago,2023-11-08
10941,CUST-5688,Jessica Garcia,Sports,Dumbbells,,7.0,4382.63,PayPal,San Jose,2023-06-04
14247,CUST-4149,Elizabeth Rodriguez,Electronics,Smartphone,49.84,2.0,99.68,Credit Card,Los Angeles,2023-01-13
13230,CUST-9877,Sarah Thomas,Beauty,Shampoo,277.76,,1111.04,Credit Card,Houston,2024-04-23
4540,CUST-3331,Susan Rodriguez,Beauty,Perfume,96.91,7.0,6783.7,PayPal,San Antonio,2023-02-21
9156,CUST-2924,Susan Martin,Home,,134.87,6.0,809.22,Credit Card,New York,2024-08-26
12283,CUST-6554,Karen Taylor,Home,Table,221.78,1.0,221.78,PayPal,San Diego,2024-09-28
6032,CUST-3577,Susan Anderson,Sports,Football,362.51,7.0,2537.5699999999997,Credit Card,Chicago,2024-10-16
5336,CUST-2917,James Martin,Clothing,T-Shirt,945.26,7.0,6616.82,Credit Card,Houston,2024-09-22
6442,CUST-9880,Jennifer Jackson,Beauty,Shampoo,30.83,3.0,92.49,PayPal,San Diego,2023-07-22
14606,CUST-3594,Susan Martin,Clothing,,854.4,4.0,3417.6,PayPal,Phoenix,2023-10-17
10790,CUST-6274,Charles Williams,Sports,Yoga Mat,350.99,1.0,350.99,Cash,Houston,2024-01-05
5975,CUST-8725,Linda Rodriguez,Electronics,,296.26,5.0,1481.3,PayPal,San Diego,2023-01-23
13463,CUST-2391,Elizabeth Johnson,Beauty,Lipstick,367.48,4.0,1469.92,PayPal,Los Angeles,2024-05-13
958,CUST-8126,David Lopez,Electronics,Headphones,56.5,7.0,395.5,Debit Card,Philadelphia,2023-10-06
7776,CUST-7291,Joseph Davis,Electronics,Monitor,35.48,4.0,141.92,Debit Card,Dallas,2024-10-15
13087,CUST-6487,Robert Jones,Electronics,Headphones,349.51,4.0,1398.04,Cash,Los Angeles,2023-04-30
8082,CUST-2808,Richard Moore,Clothing,Sneakers,150.43,5.0,,Cash,San Antonio,2023-05-05
4658,CUST-3877,Michael Moore,Home,Sofa,553.42,5.0,,PayPal,Houston,2023-06-01
345,CUST-7804,John Taylor,Sports,Dumbbells,404.52,4.0,1618.08,Debit Card,Phoenix,2023-04-04
3095,CUST-6787,Sarah Garcia,Sports,Tennis Racket,196.66,6.0,1179.96,Credit Card,Houston,2023-03-27
8149,CUST-7143,William Smith,Sports,Football,327.73,5.0,1638.65,Debit Card,Chicago,2024-01-09
4851,CUST-4860,David Moore,Beauty,Mascara,981.45,9.0,8833.050000000001,PayPal,Philadelphia,2023-03-23
10918,CUST-4862,Susan Gonzalez,Clothing,Sneakers,500.22,,2501.1000000000004,,Phoenix,2023-04-06
8299,CUST-8391,Robert Jones,Home,,38.05,8.0,304.4,Debit Card,Chicago,2023-09-12
12381,CUST-7989,Susan Martin,Home,Chair,319.82,7.0,2238.74,Credit Card,Philadelphia,2023-06-11
8053,CUST-4790,David Brown,Home,Lamp,960.66,9.0,8645.94,Debit Card,Chicago,2023-09-09
9778,CUST-3324,Patricia Miller,Beauty,Cream,995.21,1.0,995.21,Debit Card,Houston,2023-01-30
6064,CUST-7129,Jennifer Jackson,Electronics,Laptop,577.04,7.0,4039.2799999999997,Cash,Houston,2023-09-29
7067,CUST-4173,William Hernandez,Electronics,Laptop,43.95,,175.8,Cash,New York,2024-11-12
8920,CUST-2518,James Brown,Electronics,Smartphone,575.14,2.0,1150.28,Cash,San Jose,2023-08-28
14679,CUST-7599,Linda Davis,Beauty,Lipstick,411.07,9.0,3699.63,Cash,Houston,2023-07-30
1563,CUST-5200,William Wilson,Clothing,Sneakers,782.72,4.0,,,Los Angeles,2024-01-25
8749,CUST-4832,David Martin,Home,Rug,132.34,6.0,794.04,Credit Card,Dallas,2024-12-10
8996,CUST-9013,Richard Thomas,Home,,519.78,6.0,3118.68,PayPal,San Jose,2024-10-26
9927,CUST-8763,Barbara Anderson,Clothing,Sneakers,450.57,4.0,,Cash,San Diego,2023-05-16
2244,CUST-8575,Patricia Smith,Clothing,,995.48,8.0,79638.4,Credit Card,Philadelphia,2023-01-20
5580,CUST-7524,Karen Smith,Beauty,Mascara,444.74,4.0,1778.96,Credit Card,Houston,2024-04-06
3238,CUST-2595,Sarah Anderson,Sports,Dumbbells,,8.0,7682.08,Cash,San Antonio,2024-02-05
7102,CUST-1075,Elizabeth Miller,Home,Chair,,1.0,209.39,,Dallas,2024-04-01
8648,CUST-6356,Robert Moore,Beauty,Perfume,100.23,5.0,501.15000000000003,Cash,Dallas,2023-04-30
8127,CUST-8576,Patricia Miller,Clothing,T-Shirt,135.67,7.0,949.6899999999999,Cash,Chicago,2023-10-19
3310,CUST-2137,Mary Johnson,Electronics,Monitor,,1.0,469.6,Cash,Philadelphia,2023-10-15
9128,CUST-9805,John Jones,Electronics,Headphones,605.07,4.0,2420.28,Cash,Chicago,2023-05-16
1814,CUST-7138,Charles Miller,Electronics,Smartphone,30.74,7.0,215.17999999999998,PayPal,New York,2024-12-10
2037,CUST-3702,Barbara Davis,Clothing,T-Shirt,122.95,4.0,491.8,PayPal,Los Angeles,2023-10-11
14198,CUST-4207,Mary Thomas,Home,Table,766.76,5.0,3833.8,Cash,Houston,2024-01-30
669,CUST-4821,Patricia Hernandez,Beauty,Shampoo,,8.0,1557.6,PayPal,Chicago,2024-11-05
12896,CUST-6257,Thomas Thomas,Beauty,Perfume,115.86,8.0,926.88,Debit Card,San Antonio,2024-02-25
9375,CUST-4733,Barbara Moore,Home,Rug,84.8,9.0,7631.999999999999,PayPal,Dallas,2023-07-12
5913,CUST-7082,Linda Jackson,Sports,,713.32,,2853.28,Credit Card,New York,2023-01-30
6113,CUST-7793,Thomas Brown,Sports,Tennis Racket,924.05,7.0,6468.349999999999,,Phoenix,2024-08-22
1682,CUST-6090,Patricia Jackson,Sports,Yoga Mat,975.85,4.0,3903.4,Credit Card,Philadelphia,2023-09-04
5844,CUST-1995,Patricia Garcia,Home,Table,26.5,2.0,,Debit Card,Dallas,2024-04-27
10426,CUST-3931,John Jackson,Home,Table,842.05,2.0,1684.1,Cash,San Jose,2024-02-12
6710,CUST-9563,William Brown,Beauty,,904.24,9.0,8138.16,Credit Card,Philadelphia,2023-02-27
6758,CUST-9201,Susan Garcia,Beauty,Cream,576.59,7.0,40361.3,Debit Card,Chicago,2024-08-30
9610,CUST-6910,Elizabeth Rodriguez,Clothing,Sneakers,739.86,9.0,6658.74,Credit Card,San Diego,2023-07-15
4625,CUST-7957,Linda Smith,Electronics,Headphones,945.57,3.0,2836.71,Cash,San Diego,2023-05-21
12878,CUST-1423,Richard Thomas,Home,Rug,,7.0,4687.48,Debit Card,San Diego,2023-06-23
6104,CUST-3501,Robert Moore,Home,Rug,906.85,,5441.1,Debit Card,Los Angeles,2023-08-22
4505,CUST-9045,James Anderson,Beauty,Perfume,501.28,8.0,4010.24,Credit Card,Los Angeles,2024-11-09
9361,CUST-9717,Sarah Davis,Home,Lamp,524.88,6.0,3149.2799999999997,Debit Card,Dallas,2024-03-26
3174,CUST-5078,Elizabeth Hernandez,Electronics,Smartphone,168.86,3.0,506.58000000000004,Credit Card,New York,2024-02-10
13673,CUST-6239,Richard Garcia,Beauty,Cream,256.23,4.0,1024.92,Credit Card,Philadelphia,2024-06-25
4646,CUST-6932,James Garcia,Clothing,T-Shirt,744.56,,6701.039999999999,Credit Card,San Antonio,2023-05-25
10087,CUST-1796,John Anderson,Clothing,T-Shirt,,6.0,,Credit Card,San Jose,2024-12-28
772,CUST-2688,Barbara Taylor,Home,,,1.0,847.99,Debit Card,San Antonio,2024-02-18
1654,CUST-9004,Michael Jones,Home,Sofa,366.54,9.0,3298.86,Debit Card,Los Angeles,2024-06-11
2670,CUST-5253,Jennifer Smith,Home,Lamp,322.47,5.0,1612.3500000000001,Credit Card,Los Angeles,2023-09-06
13292,CUST-1007,Patricia Smith,Home,Lamp,123.11,4.0,492.44,Credit Card,San Diego,2024-12-12
2330,CUST-7258,Patricia Moore,Clothing,Jacket,60.62,2.0,121.24,Debit Card,San Antonio,2023-07-07
11067,CUST-4608,Charles Taylor,Clothing,,58.64,8.0,469.12,PayPal,Chicago,2023-03-15
8736,CUST-6646,David Wilson,Clothing,Jacket,982.26,5.0,4911.3,Credit Card,San Antonio,2024-11-13
5111,CUST-6411,Jessica Martinez,Home,Chair,970.37,2.0,1940.74,Debit Card,San Antonio,2023-05-28
13088,CUST-4664,Richard Smith,Beauty,Lipstick,969.17,3.0,2907.5099999999998,Debit Card,Los Angeles,2023-04-08
11145,CUST-3189,Charles Anderson,Home,Lamp,30.02,,30.02,Cash,New York,2023-09-02
744,CUST-2636,Jennifer Martin,Sports,Bike,507.69,1.0,507.69,Debit Card,San Diego,2024-12-30
2841,CUST-5356,Patricia Jackson,Clothing,,398.53,1.0,398.53,PayPal,San Antonio,2023-06-03
14938,CUST-6479,Jennifer Jackson,Electronics,Smartphone,840.49,4.0,33619.6,Debit Card,Chicago,2023-11-05
10857,CUST-5878,Barbara Jackson,Clothing,T-Shirt,711.64,-1.0,3558.2,Cash,Chicago,2024-04-22
11992,CUST-4296,Karen Anderson,Electronics,Headphones,164.03,2.0,,PayPal,Houston,2024-03-23
1267,CUST-6362,Barbara Williams,Electronics,,398.57,4.0,1594.28,Credit Card,Phoenix,2024-07-14
531,CUST-4155,Elizabeth Davis,Electronics,Laptop,814.77,9.0,7332.93,Cash,San Antonio,2024-10-20
5118,CUST-7934,Mary Brown,Sports,Football,487.2,,1948.8,Debit Card,New York,2024-01-28
13272,CUST-3362,Linda Smith,Electronics,Laptop,333.55,9.0,3001.9500000000003,Debit Card,Los Angeles,2023-02-13
12347,CUST-5558,Michael Jones,Electronics,Smartphone,164.36,7.0,1150.52,Debit Card,San Diego,2023-09-06
1209,CUST-7109,Jessica Johnson,Sports,Bike,280.89,9.0,25280.1,Debit Card,San Diego,2024-01-28
4227,CUST-4805,David Smith,Beauty,,371.17,6.0,2227.02,Cash,San Antonio,2023-04-03
3422,CUST-1782,Mary Gonzalez,Beauty,Cream,627.51,8.0,5020.08,Credit Card,New York,2023-06-23
14994,CUST-4139,David Moore,Electronics,Monitor,404.64,,1213.92,Credit Card,Philadelphia,2023-01-17
3680,CUST-6352,Joseph Lopez,Electronics,Smartphone,398.17,5.0,1990.8500000000001,,Houston,2023-02-18
10648,CUST-8132,James Gonzalez,Beauty,Cream,849.2,3.0,2547.6000000000004,Cash,Phoenix,2023-04-12
5279,CUST-3520,James Lopez,Electronics,Headphones,940.53,,,Credit Card,Dallas,2024-01-07
8230,CUST-9640,Thomas Brown,Clothing,Jacket,529.89,5.0,2649.45,Debit Card,Houston,2024-10-31
5130,CUST-1393,Joseph Gonzalez,Electronics,Laptop,853.53,8.0,6828.24,,San Jose,2024-03-07
2663,CUST-4541,David Hernandez,Beauty,Shampoo,223.58,7.0,1565.0600000000002,Credit Card,San Jose,2023-03-20
1970,CUST-8560,John Martinez,Beauty,Lipstick,,,107.78999999999999,Credit Card,New York,2023-05-23
1,CUST-7568,Patricia Smith,Beauty,Perfume,-380.79,6.0,2284.7400000000002,,Dallas,2023-02-08
5137,CUST-4692,Charles Jackson,Beauty,Cream,607.18,4.0,2428.72,Credit Card,San Diego,2023-05-03
430,CUST-6954,Jessica Martinez,Sports,Football,125.9,5.0,629.5,PayPal,Houston,2023-11-28
12261,CUST-8944,Joseph Davis,Home,Rug,981.91,4.0,3927.64,Debit Card,San Jose,2023-11-03
2902,CUST-2002,Robert Hernandez,Beauty,Mascara,,2.0,1535.78,Cash,Los Angeles,2023-05-16
1751,CUST-7438,Linda Lopez,Clothing,Jeans,,1.0,539.96,,San Antonio,2024-05-04
945,CUST-9276,David Rodriguez,Home,Lamp,214.36,4.0,857.44,,San Diego,2023-05-24
933,CUST-2681,Robert Martin,Home,Rug,984.56,,3938.24,Debit Card,Phoenix,2023-03-28
1269,CUST-5620,Mary Rodriguez,Electronics,Smartphone,,7.0,4228.139999999999,Cash,San Antonio,2024-02-29
709,CUST-2090,Karen Williams,Sports,Tennis Racket,262.09,,1310.4499999999998,Cash,San Diego,2024-06-29
4639,CUST-1573,Mary Smith,Clothing,Dress,754.31,4.0,3017.24,Credit Card,New York,2024-10-06
12797,CUST-7832,Joseph Smith,Electronics,Laptop,,7.0,,,San Jose,2023-09-29
4073,CUST-2424,Michael Gonzalez,Electronics,Laptop,,9.0,5384.7,Debit Card,San Diego,2023-01-02
4998,CUST-9568,Richard Brown,Sports,Bike,334.56,7.0,2341.92,PayPal,Chicago,2023-11-23
1335,CUST-9724,Linda Martinez,Electronics,Tablet,975.05,7.0,68253.5,PayPal,San Diego,2024-04-06
6574,CUST-7537,Linda Davis,Home,Lamp,882.45,1.0,882.45,Debit Card,Chicago,2023-09-11
10533,CUST-9548,Barbara Moore,Electronics,Headphones,953.58,9.0,8582.220000000001,Credit Card,Houston,2024-08-16
10154,CUST-5874,Linda Jackson,Home,Table,62.59,1.0,62.59,PayPal,San Jose,2023-12-17
13848,CUST-8748,Robert Moore,Clothing,T-Shirt,461.68,6.0,2770.08,Cash,San Jose,2023-08-22
9631,CUST-1393,Michael Wilson,Beauty,Mascara,166.66,6.0,999.96,Debit Card,San Diego,2024-03-15
14826,CUST-1609,Patricia Smith,Clothing,Sneakers,140.53,9.0,1264.77,Cash,San Antonio,2023-01-27
5298,CUST-3881,Barbara Miller,Sports,Yoga Mat,609.84,,,,New York,2023-10-11
10138,CUST-5530,Karen Moore,Home,Lamp,652.6,6.0,39156.0,Cash,San Antonio,2023-07-27
8049,CUST-4947,Joseph Jones,Beauty,Cream,871.49,8.0,,PayPal,Los Angeles,2024-10-12
8260,CUST-2836,Richard Johnson,Sports,Bike,795.6,8.0,63648.0,Cash,San Antonio,2024-12-12
6727,CUST-9624,William Johnson,Sports,Bike,343.99,9.0,3095.91,Debit Card,Phoenix,2023-09-06
11341,CUST-4304,David Smith,Electronics,Laptop,404.56,3.0,1213.68,Credit Card,Phoenix,2023-05-20
741,CUST-1236,Susan Martinez,Beauty,Lipstick,-468.05,4.0,1872.2,Credit Card,Philadelphia,2023-10-18
3230,CUST-8507,Jessica Anderson,Electronics,Tablet,230.14,8.0,1841.12,Credit Card,Los Angeles,2023-01-10
9118,CUST-9101,Robert Lopez,Beauty,Cream,986.13,5.0,4930.65,,New York,2023-10-30
